run_id,density,seed,active_products,digital_pass,neuro_pass,digital_energy_pj,neuro_energy_pj,ratio_neuro_over_digital,digital_latency_ns,neuro_latency_ns,digital_energy_per_active_pj,neuro_energy_per_active_pj,point_dir,metadata_json,digital_result,neuro_result
20260204_135024,0.06,3,1,PASS,PASS,0.014634700,1.908894000,130.436155165,0.144000000,2.224000000,0.014634700,1.908894000,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_3,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_3/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_3/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_3/matmul4x4_binary_neuro_test.txt
20260204_135024,0.06,4,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_4,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_4/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_4/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.06_s_4/matmul4x4_binary_neuro_test.txt
20260204_135024,0.05,1,2,PASS,PASS,0.032311740,3.817738000,118.153278035,0.142000000,2.224000000,0.016155870,1.908869000,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_1,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_1/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_1/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_1/matmul4x4_binary_neuro_test.txt
20260204_135024,0.05,2,0,PASS,PASS,0.000408138,0.000050043,0.122612706,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_2,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_2/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_2/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_2/matmul4x4_binary_neuro_test.txt
20260204_135024,0.05,3,1,PASS,PASS,0.014634700,1.908894000,130.436155165,0.144000000,2.224000000,0.014634700,1.908894000,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_3,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_3/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_3/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_3/matmul4x4_binary_neuro_test.txt
20260204_135024,0.05,4,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_4,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_4/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_4/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.05_s_4/matmul4x4_binary_neuro_test.txt
20260204_135024,0.04,1,2,PASS,PASS,0.032311740,3.817738000,118.153278035,0.142000000,2.224000000,0.016155870,1.908869000,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_1,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_1/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_1/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_1/matmul4x4_binary_neuro_test.txt
20260204_135024,0.04,2,0,PASS,PASS,0.000408138,0.000050043,0.122612706,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_2,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_2/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_2/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_2/matmul4x4_binary_neuro_test.txt
20260204_135024,0.04,3,1,PASS,PASS,0.014634700,1.908894000,130.436155165,0.144000000,2.224000000,0.014634700,1.908894000,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_3,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_3/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_3/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_3/matmul4x4_binary_neuro_test.txt
20260204_135024,0.04,4,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_4,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_4/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_4/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.04_s_4/matmul4x4_binary_neuro_test.txt
20260204_135024,0.03,1,2,PASS,PASS,0.032315280,3.817738000,118.140334851,0.142000000,2.224000000,0.016157640,1.908869000,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_1,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_1/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_1/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_1/matmul4x4_binary_neuro_test.txt
20260204_135024,0.03,2,0,PASS,PASS,0.000356752,0.000050043,0.140273658,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_2,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_2/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_2/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_2/matmul4x4_binary_neuro_test.txt
20260204_135024,0.03,3,0,PASS,PASS,0.000340845,0.000050043,0.146819878,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_3,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_3/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_3/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_3/matmul4x4_binary_neuro_test.txt
20260204_135024,0.03,4,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_4,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_4/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_4/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.03_s_4/matmul4x4_binary_neuro_test.txt
20260204_135024,0.02,1,0,PASS,PASS,0.000342190,0.000050043,0.146242879,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_1,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_1/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_1/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_1/matmul4x4_binary_neuro_test.txt
20260204_135024,0.02,2,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_2,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_2/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_2/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_2/matmul4x4_binary_neuro_test.txt
20260204_135024,0.02,3,0,PASS,PASS,0.000340845,0.000050043,0.146819878,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_3,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_3/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_3/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_3/matmul4x4_binary_neuro_test.txt
20260204_135024,0.02,4,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_4,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_4/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_4/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.02_s_4/matmul4x4_binary_neuro_test.txt
20260204_135024,0.01,1,0,PASS,PASS,0.000342190,0.000050043,0.146242879,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_1,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_1/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_1/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_1/matmul4x4_binary_neuro_test.txt
20260204_135024,0.01,2,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_2,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_2/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_2/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_2/matmul4x4_binary_neuro_test.txt
20260204_135024,0.01,3,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_3,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_3/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_3/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_3/matmul4x4_binary_neuro_test.txt
20260204_135024,0.01,4,0,PASS,PASS,0.000254014,0.000050043,0.197008509,0.000000000,0.000000000,,,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_4,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_4/matmul4x4_metadata.json,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_4/matmul4x4_binary_digital_test.txt,/home/v71349/analog-gradients/competition/sweeps/matmul4x4_crossover/20260204_135024/p_0.01_s_4/matmul4x4_binary_neuro_test.txt
